Date,Equitorial,Savanna,Mid-Latitude Desert,Mediterranean,Temperate,Continental,Tundra
1926,25.43250897435897,25.649362994350284,23.37523611111111,14.945923868312756,8.98702232142857,6.213789473684211,0.8698611111111108
1927,25.24572051282051,25.4707104519774,23.366352777777777,15.13098353909465,8.949608630952381,5.719265350877193,-0.48808333333333315
1928,25.23616923076923,25.544714689265536,23.668234722222223,14.972347736625515,8.684723214285714,5.7831381578947365,0.16141666666666668
1929,25.091174358974357,25.423655367231635,23.46133958333333,14.770114197530864,8.249812499999999,5.179506578947368,-0.10697222222222202
1930,25.300148717948716,25.431594632768363,23.416775694444443,15.098685185185184,9.049909226190476,6.237469298245614,0.46652777777777793
1931,25.54685641025641,25.727213276836157,23.61674722222222,14.95365534979424,8.496912202380953,5.502107456140351,0.4022222222222222
1932,25.19684358974359,25.382533898305084,23.6969,14.930140946502057,8.776486607142857,6.5771184210526314,0.31069444444444416
1933,25.269461538461538,25.339334745762713,23.175378472222224,14.83920987654321,8.389602678571428,5.602234649122807,-0.3804722222222221
1934,25.17213717948718,25.258108757062146,23.375313888888886,14.925704732510289,8.938907738095239,6.624594298245614,1.3704166666666666
1935,25.271539743589745,25.41390395480226,23.374343749999998,15.08314814814815,8.75906994047619,6.226554824561403,0.49333333333333346
1936,25.308171794871797,25.514878531073446,23.375172222222222,14.960004115226338,8.81620386904762,6.281682017543861,0.960888888888889
1937,25.447433333333333,25.508487288135594,23.285177083333334,15.23835596707819,9.018779761904762,6.107129385964913,0.8758888888888888
1938,25.3743641025641,25.40111581920904,23.52223888888889,15.155382716049381,9.209866071428571,6.678092105263158,1.2650277777777779
1939,25.180258974358974,25.47404661016949,23.595022222222223,15.277731481481482,9.165971726190476,6.479901315789474,0.10941666666666656
1940,25.463203846153846,25.60289265536723,23.552734027777777,15.164371399176956,8.505526785714286,5.383006578947369,0.10011111111111119
1941,25.847089743589745,26.101793785310736,24.028022916666668,15.292019547325104,8.635602678571429,5.164469298245614,-0.7478888888888887
1942,25.597223076923076,25.748659604519773,23.641106944444445,15.152548353909465,8.551516369047619,5.241149122807018,-0.3276111111111111
1943,25.157685897435897,25.316098870056496,23.441424305555557,15.009237654320986,9.208123511904763,6.562230263157894,1.3653333333333333
1944,25.424926923076924,25.551911016949152,23.4749,15.002692386831276,8.94172619047619,6.405660087719299,0.9185277777777777
1945,25.43293846153846,25.438885593220338,23.277443055555555,14.85094341563786,8.763900297619047,6.19368201754386,0.08391666666666679
1946,25.42798076923077,25.5680197740113,23.68821875,15.278509259259259,9.185733630952381,6.109298245614035,0.004138888888888914
1947,25.542702564102566,25.670401129943503,23.70215486111111,15.307157407407407,9.041959821428572,6.000377192982456,0.009583333333333499
1948,25.364460256410254,25.614333333333335,23.636901388888887,15.032526748971193,9.321901785714285,6.804982456140351,0.1129166666666664
1949,25.363126923076923,25.532699152542374,23.480605555555556,14.802746913580245,9.230708333333334,6.8013881578947375,0.5918333333333332
1950,25.16738974358974,25.318293785310733,23.357690277777778,15.023831275720164,9.046087797619048,6.075214912280702,0.2884722222222222
1951,25.44572435897436,25.638258474576272,23.688598611111114,15.094227366255145,9.089657738095239,6.350717105263158,0.18600000000000025
1952,25.45484615384615,25.714192090395482,23.803197916666665,15.215898148148149,9.019511904761904,5.725006578947369,-0.11858333333333304
1953,25.478821794871795,25.76589548022599,23.952603472222222,15.068548353909465,9.035315476190476,6.615390350877193,0.8988055555555557
1954,25.234829487179486,25.56271892655367,23.76064583333333,15.178471193415637,8.48840625,5.595074561403508,0.35555555555555546
1955,25.125305128205127,25.370218926553672,23.504906944444443,15.563692386831276,9.245566964285715,5.997333333333333,-1.0148333333333335
1956,25.09452564102564,25.33725,23.37965347222222,14.796354938271605,8.051581845238095,5.12625,-1.1209444444444443
1957,25.452579487179488,25.66512429378531,23.570731249999998,14.91687037037037,8.988081845238096,6.653743421052631,0.9379444444444447
1958,25.63938333333333,25.946661016949154,24.11146111111111,15.334440329218106,9.158619047619048,6.088918859649123,-0.2479444444444446
1959,25.534339743589744,25.787088983050847,23.72875902777778,15.122319958847738,9.149860119047618,6.636239035087719,0.6619166666666666
1960,25.43469615384615,25.730581920903955,23.72056319444445,15.413213991769547,8.994877976190477,6.0687105263157894,0.4729166666666666
1961,25.321541025641025,25.560227401129946,23.532124999999997,15.380486625514402,9.639190476190477,6.813089912280702,0.385472222222222
1962,25.321507692307694,25.521737288135594,23.446420833333335,15.443843621399177,9.054238095238095,6.028622807017544,0.1904444444444445
1963,25.476625641025638,25.62248728813559,23.772842361111113,15.296946502057613,8.875590773809524,5.64832894736842,-0.03694444444444489
1964,25.3017358974359,25.531601694915253,23.504397916666665,14.854185185185186,8.79846875,6.101995614035087,-0.12452777777777779
1965,25.304128205128205,25.584378531073444,23.621970138888887,15.01300720164609,8.697872023809524,5.822782894736842,-0.48891666666666644
1966,25.507724358974357,25.822916666666668,23.91381875,15.471587448559669,9.337354166666666,6.108701754385964,-1.2604999999999997
1967,25.26389871794872,25.516252824858757,23.554897222222223,14.831754115226339,9.061824404761905,6.6891162280701755,0.8287777777777777
1968,25.33234871794872,25.479891242937853,23.296095833333336,15.073090534979423,9.145572916666667,5.953217105263158,-0.5695833333333332
1969,25.648042307692307,26.01521327683616,23.95980694444445,14.935898148148148,8.263058035714286,5.199401315789474,-0.21147222222222184
1970,25.533697435897437,25.693093220338984,23.66502430555556,15.220909465020576,9.005706845238096,5.950469298245614,0.10783333333333323
1971,25.18605641025641,25.36257768361582,23.206702083333337,15.009302469135802,9.099686011904764,6.57940350877193,-0.7225555555555555
1972,25.50310384615385,25.86696186440678,23.696516666666668,14.737405349794239,8.66190625,6.048905701754386,0.10675000000000005
1973,25.721184615384615,26.022495762711866,23.776749305555555,15.128732510288065,9.07292113095238,6.557274122807018,-0.13302777777777766
1974,25.19812564102564,25.48175847457627,23.6003,14.863442386831275,8.887638392857143,6.44584649122807,1.065888888888889
1975,25.191539743589743,25.427464689265538,23.45363958333333,15.017112139917694,9.440071428571429,7.109811403508772,0.5958055555555557
1976,25.225958974358974,25.54946186440678,23.4961375,14.667994855967079,8.553729166666667,5.954787280701755,0.13869444444444431
1977,25.577943589743587,25.84771892655367,23.84365,15.291647119341564,9.06166369047619,6.448337719298245,0.5682777777777778
1978,25.466407692307694,25.65825847457627,23.52541527777778,15.285561728395061,8.778584821428572,6.114092105263158,0.07552777777777757
1979,25.639198717948716,25.92479519774011,23.900973611111112,15.496847736625513,9.233724702380952,5.8349144736842105,-0.04977777777777762
1980,25.636837179487177,25.998081920903953,23.982444444444443,15.173660493827162,8.660501488095237,5.924245614035088,0.02294444444444436
1981,25.50426794871795,25.711725988700564,23.626785416666667,15.390009259259259,9.282642857142857,6.610348684210526,0.8053333333333331
1982,25.460723076923077,25.793323446327687,23.692954861111108,14.986172839506173,9.410477678571429,6.925901315789474,0.23777777777777778
1983,25.796358974358977,26.00565677966102,23.471988194444446,15.087160493827161,9.589196428571428,7.302872807017544,0.8922222222222224
1984,25.39235512820513,25.76295762711864,23.735940972222224,14.921728395061729,8.785330357142858,6.080870614035088,0.9454166666666666
1985,25.424666666666667,25.72087288135593,23.937491666666663,15.306985596707818,8.752745535714286,5.541239035087719,-0.7758888888888887
1986,25.456905128205126,25.82867514124294,23.808970138888885,15.256513374485598,9.163488095238096,5.923063596491228,0.34252777777777793
1987,26.044784615384614,26.294443502824862,24.186700000000002,15.443139917695474,9.036351190476191,5.510410087719298,-0.07808333333333328
1988,25.71398333333333,25.991490112994352,24.075052083333333,15.310004115226336,9.435071428571428,6.875982456140352,0.9536666666666663
1989,25.419985897435897,25.610649717514125,23.628651388888887,15.45525925925926,9.816793154761905,7.579589912280702,1.3511388888888893
1990,25.75926153846154,25.889240112994347,23.83950625,15.787064814814814,10.157763392857143,7.603559210526316,0.83675
1991,25.644391025641024,25.88590254237288,23.858929166666666,15.370962962962963,9.407132440476191,6.752188596491227,0.8769722222222219
1992,25.588148717948716,25.796005649717515,23.7606875,14.856845679012345,9.399781249999998,7.087342105263158,0.5640277777777777
1993,25.64095128205128,25.924446327683615,23.931070138888888,15.036104938271606,8.992605654761904,6.284607456140351,0.9106388888888889
1994,25.60418717948718,25.877348870056498,23.990817361111112,15.797914609053498,9.90934375,7.000883771929824,0.5598888888888888
1995,25.81867564102564,26.0058290960452,24.038404166666666,15.591113168724279,9.876266369047618,7.546515350877193,1.1628333333333336
1996,25.687047435897437,25.95396751412429,23.905077777777777,15.425229423868315,9.06586755952381,5.705583333333333,0.09927777777777742
1997,25.85427435897436,26.080515536723166,23.641460416666664,15.524982510288067,9.72555505952381,7.175241228070175,0.9250555555555556
1998,26.320438461538462,26.566334745762713,24.297290972222225,16.163310699588475,10.057537202380951,6.919666666666668,0.28566666666666674
1999,25.637523076923078,25.918586158192088,24.212258333333335,16.12347633744856,10.014200892857142,7.4328881578947374,0.32427777777777766
2000,25.691283333333335,25.940733050847456,23.998270138888888,15.796858024691359,9.918949404761905,7.446423245614035,1.820861111111111
2001,25.80588205128205,26.124268361581922,24.146706249999998,16.092045267489713,9.898580357142857,7.115642543859649,0.6691666666666668
2002,26.041448717948715,26.294959039548022,24.472390972222225,15.943037037037037,10.136363095238094,7.681598684210527,1.2806944444444446
2003,26.042964102564103,26.317216101694914,24.14832430555556,15.755637860082304,9.872090773809523,7.243030701754385,1.6922500000000003
2004,26.03158717948718,26.086446327683618,24.114,15.943235596707817,9.98073363095238,7.358572368421052,1.6104722222222219
2005,26.10022435897436,26.212913841807907,24.173067361111112,15.736850823045268,9.639502976190476,7.329078947368422,1.9060000000000004
2006,26.042439743589743,26.18485734463277,24.340681944444444,16.029691358024692,10.031894345238095,7.393256578947368,1.1856666666666664
2007,26.002657692307693,26.19950141242938,24.211419444444445,16.008966049382718,10.397877976190477,7.973921052631579,1.5345277777777777
2008,25.802479487179486,25.99012288135593,23.976622222222222,15.859652263374485,10.019683035714285,7.6592258771929815,1.1314444444444443
2009,26.138930769230768,26.385293785310736,24.541688194444447,15.982287037037038,9.95058482142857,7.056826754385965,1.002805555555556
2010,26.24627948717949,26.457927966101693,24.582755555555554,16.443060699588475,9.784855654761904,6.212703947368421,0.31086111111111087
2011,25.896339743589746,26.068559322033895,23.954644444444444,15.758545267489714,9.929245535714285,7.363388157894737,1.3422222222222222
2012,25.942423076923077,26.33642372881356,24.273857638888888,16.02226851851852,9.916793154761905,6.891065789473683,0.33366666666666694
2013,26.171465384615384,26.841103578154424,24.842889947089947,17.241819204389575,11.57245634920635,7.5476776315789476,2.208708333333334
